date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
1953-06-06,23.9,20.64,20.85,17.8,30,,97,80,79.5,62,19.4,16.9,15.8,12.2,39,22.21,22.5,6,,,101.3,100.97,100.98,100.65,99.24,98.96,98.94,98.64,25000,22712.5,18950,12900,,,,,0,2.8,15.8,13.8,10.8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-06-05,28.3,21.95,21.35,14.4,35,,97,77.4,76,55,20.6,17.2,17.5,14.4,40,22.04,23,6,,,100.89,100.7,100.7,100.52,98.85,98.7,98.7,98.55,25000,13604.2,12900,800,,,,,0,3.4,16.4,14.3,11.3,11.9,11.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-06-04,23.3,17.27,18.3,13.3,29,,94,86.1,81.5,69,18.9,14.9,15.8,12.8,27,13.62,16.5,6,,,101.45,101,101.06,100.67,99.4,98.97,99.03,98.65,25000,9108.3,14100,3200,,,,,0,0.3,13.3,11.3,8.3,10.4,10.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-06-03,22.8,16.88,15.3,7.8,25,,86,68.3,68.5,51,15,10.7,10.8,6.7,24,10.79,13.5,3,,,101.85,101.65,101.63,101.42,99.8,99.6,99.61,99.41,25000,18566.7,15700,6400,,,,,2.7,0,10.3,8.3,5.3,0.3,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-06-02,22.2,16.03,15,7.8,,,79,62.2,59.5,40,12.2,8.4,8.6,5,29,17.71,18.5,8,,,101.7,101.55,101.57,101.45,99.62,99.49,99.53,99.43,25000,25000,25000,25000,,,,,3,0,10,8,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-06-01,21.7,15.69,14.75,7.8,,,90,61.4,64.5,39,11.1,7.6,8.3,5.6,29,19.58,20,11,,,101.58,101.29,101.25,100.91,99.51,99.24,99.17,98.83,25000,25000,25000,25000,,,,,3.2,0,9.8,7.8,4.8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-31,15,11.52,11.1,7.2,,,96,79,78.5,61,10,7.8,8.3,6.7,37,23.25,22.5,8,,,101.07,100.94,100.93,100.79,98.99,98.87,98.86,98.74,25000,23308.3,18950,12900,,,,,6.9,0,6.1,4.1,1.1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-30,13.3,8.96,10,6.7,,,97,89.2,83.5,70,7.8,7.2,7.2,6.7,37,24.83,25,13,,,101.64,101.17,101.3,100.96,99.52,99.08,99.19,98.87,25000,15570.8,13300,1600,,,,,8,0,5,3,0,9.1,9.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-29,12.8,8.73,8.9,5,,,94,81.9,78.5,63,8.3,5.8,5.5,2.8,24,15.04,16,8,,,102.71,102.35,102.22,101.73,100.59,100.23,100.1,99.61,25000,18766.7,14100,3200,,,,,9.1,0,3.9,1.9,0,10.4,10.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-28,15,10.25,10,5,,,76,63.6,63,50,5,3.5,3,1.1,34,22.46,23.5,13,,,102.79,102.62,102.55,102.3,100.68,100.5,100.43,100.18,25000,25000,25000,25000,,,,,8,0,5,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-27,14.4,11.99,12.2,10,,,97,70.3,72,47,10.6,6.2,6.4,2.2,48,31.54,28,8,,,102.25,101.78,101.74,101.24,100.13,99.69,99.64,99.16,25000,23583.3,18150,11300,,,,,5.8,0,7.2,5.2,2.2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-26,16.7,12.52,13.64,10.6,,,99,91.5,85,71,12.8,11,11.4,10,23,12.62,13,3,,,101.22,100.67,100.74,100.27,99.14,98.61,98.68,98.22,25000,12395.8,13300,1600,,,,,4.4,0,8.6,6.6,3.6,7.6,7.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-25,13.3,12.6,11.65,10,,,94,84.2,83.5,73,11.1,9.9,9.2,7.2,26,10.62,16,6,,,102.02,101.48,101.39,100.77,99.93,99.4,99.31,98.7,25000,16341.7,14100,3200,,,,,6.3,0,6.7,4.7,1.6,34.3,34.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-24,21.7,14.4,13.05,4.4,,,85,62.2,59.5,34,11.7,6.4,6.4,1.1,19,11.04,9.5,0,,,101.99,101.8,101.78,101.57,99.89,99.73,99.71,99.53,25000,25000,25000,25000,,,,,5,0,8.1,6,3,0.5,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-23,16.1,11.44,10.85,5.6,,,92,66.3,70,48,7.2,5,5.2,3.3,27,17.04,16,5,,,101.81,101.48,101.31,100.82,99.71,99.4,99.22,98.72,25000,25000,25000,25000,,,,,7.2,0,5.8,3.8,0.8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-22,14.4,11.53,11.9,9.4,,,90,72.2,76,62,13.3,6.7,8.8,4.4,35,23.96,22.5,10,,,100.85,100.66,100.57,100.29,98.78,98.59,98.52,98.26,25000,25000,25000,25000,,,,,6.1,0,6.9,4.9,1.9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-21,27.2,18.46,18.6,10,30,,97,76.3,74,51,17.2,13.7,13.3,9.4,50,24.17,26.5,3,,,101.18,100.64,100.64,100.1,99.11,98.63,98.59,98.07,25000,8995.8,12700,400,,,,,0,0.6,13.6,11.6,8.6,23.4,23.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-20,23.3,16.13,14.7,6.1,26,,93,67.5,69,45,13.3,9.6,9.4,5.6,32,14.79,17.5,3,,,101.28,101.18,101.16,101.04,99.24,99.14,99.1,98.96,25000,17987.5,16500,8000,,,,,3.3,0,9.7,7.7,4.7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-19,21.1,16.04,16.1,11.1,,,94,67.1,64,34,12.2,9,8.3,4.4,23,12.38,13,3,,,100.99,100.8,100.83,100.68,98.92,98.76,98.77,98.62,25000,18741.7,13700,2400,,,,,1.9,0,11.1,9.1,6.1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-18,20,16.04,16.1,12.2,,,98,80.5,78,58,13.9,12.3,11.7,9.4,29,16.62,17,5,,,100.69,100.26,100.31,99.93,98.64,98.23,98.27,97.9,25000,15795.8,12700,400,,,,,1.9,0,11.1,9.1,6.1,0.5,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-17,19.4,14.16,15.55,11.7,,,98,88.9,81,64,14.4,12.1,12.5,10.6,23,12.71,12.5,2,,,101.25,100.79,100.7,100.15,99.18,98.74,98.64,98.11,25000,10562.5,13100,1200,,,,,2.5,0,10.6,8.6,5.5,11.9,11.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-16,18.9,13.24,12.5,6.1,,,96,81.6,78,60,11.7,9.9,9.2,6.7,24,8.21,12,0,,,101.84,101.62,101.57,101.3,99.76,99.55,99.5,99.23,12900,5483.3,6650,400,,,,,5.5,0,7.5,5.5,2.5,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-15,17.8,12.33,12.5,7.2,,,96,81.5,76,56,12.2,9,9.7,7.2,19,11.21,11,3,,,101.75,101.62,101.63,101.52,99.67,99.54,99.54,99.41,25000,18445.8,16500,8000,,,,,5.5,0,7.5,5.5,2.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-14,11.1,7.63,7.5,3.9,,,93,76.9,78.5,64,7.2,3.8,4.2,1.1,19,12.29,12,5,,,102.3,102.02,101.98,101.65,100.15,99.89,99.85,99.55,25000,20283.3,15700,6400,,,,,10.5,0,2.5,0.5,0,5.8,5.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-13,13.9,11.07,12.25,10.6,,,91,79.5,80,69,12.8,7.7,7,1.1,29,19.92,17.5,6,,,102.25,101.63,101.62,100.98,100.11,99.54,99.52,98.93,25000,21366.7,17350,9700,,,,,5.8,0,7.2,5.2,2.2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-12,23.9,17.73,16.95,10,25,,89,62.3,61.5,34,13.3,9.9,10.2,7.2,23,12.46,11.5,0,,,101.42,101.23,101.22,101.02,99.4,99.2,99.21,99.01,25000,21433.3,17350,9700,,,,,1.1,0,11.9,9.9,7,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-11,27.2,19.26,19.7,12.2,30,,90,72.2,68.5,47,18.3,13.9,13.8,9.4,48,14.62,24,0,,,101.21,101.03,100.99,100.78,99.15,99.02,98.99,98.82,25000,17929.2,14900,4800,,,,,0,1.7,14.7,12.7,9.7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-10,29.4,21.27,20.54,11.7,32,,79,57,55.5,32,16.7,11.7,12.2,7.8,27,11.54,13.5,0,,,101.45,101.29,101.29,101.14,99.45,99.28,99.28,99.11,25000,24725,22150,19300,,,,,0,2.5,15.5,13.5,10.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-09,30,20.02,19.7,9.4,35,,86,62.2,63.5,41,17.2,11.9,12.5,7.8,16,7.96,9.5,3,,,101.29,101.16,101.16,101.03,99.27,99.14,99.11,98.95,25000,23654.2,16500,8000,,,,,0,1.7,14.7,12.7,9.7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-08,22.2,16.12,15.8,9.4,,,79,65,62.5,46,12.2,9.1,9.2,6.1,26,13.83,15.5,5,,,100.99,100.82,100.88,100.76,98.94,98.79,98.83,98.72,25000,23075,16500,8000,,,,,2.2,0,10.8,8.8,5.8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-07,18.3,13.29,13.05,7.8,,,80,67.6,64.5,49,10,7.3,6.7,3.3,14,8.54,8.5,3,,,101.23,101.05,101.01,100.79,99.15,98.99,98.95,98.75,25000,16495.8,14900,4800,,,,,5,0,8.1,6,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-06,22.2,14.95,14.7,7.2,,,81,60.4,60,39,11.1,7,7.8,4.4,16,9.71,10.5,5,,,101.55,101.3,101.31,101.07,99.46,99.25,99.26,99.05,25000,21387.5,18150,11300,,,,,3.3,0,9.7,7.7,4.7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-05,21.1,15.05,15.55,10,,,88,66.1,67,46,10.6,8.3,7,3.3,19,10.62,9.5,0,,,101.76,101.49,101.53,101.31,99.68,99.43,99.49,99.29,25000,22379.2,18950,12900,,,,,2.5,0,10.6,8.6,5.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-04,17.8,10.97,10.55,3.3,,,96,76.6,73,50,10.6,6.7,7,3.3,19,8.92,11,3,,,102.59,102.23,102.15,101.71,100.44,100.13,100.03,99.63,25000,10979.2,14500,4000,,,,,7.5,0,5.5,3.5,0.6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-03,11.1,7.51,7.19,3.3,,,96,86.3,85,74,7.2,5.2,5.2,3.3,19,11.54,11,3,,,102.5,102.05,101.97,101.43,100.35,99.93,99.83,99.31,25000,22970.8,18950,12900,,,,,10.8,0,2.2,0.2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-02,6.1,5.15,5,3.9,,,98,95.9,95,92,5,4.6,4.5,3.9,27,17.71,17.5,8,,,101.39,100.78,100.86,100.34,99.27,98.66,98.75,98.23,25000,14950,14900,4800,,,,,13,0,0,0,0,7.9,7.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-01,7.2,6.62,6.1,5,,,99,97.2,97,95,7.2,6.3,6.1,5,19,13.29,12.5,6,,,100.71,100.34,100.42,100.14,98.6,98.25,98.33,98.05,12900,5587.5,7250,1600,,,,,11.9,0,1.1,0,0,19.6,19.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-30,12.2,8.34,7.75,3.3,,,96,69.3,74,52,8.9,2.8,4.2,-0.6,43,29.46,26.5,10,,,101.82,101.19,101.12,100.42,99.68,99.09,99.01,98.33,25000,22066.7,14900,4800,,,,,10.2,0,2.8,0.8,0,15,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-29,13.3,6.67,6.1,-1.1,,-3,97,75.9,74.5,52,11.1,2.5,4.2,-2.8,16,12.5,12,8,,,101.84,101.7,101.69,101.55,99.72,99.57,99.55,99.38,25000,25000,25000,25000,,,,,11.9,0,1.1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-28,8.3,4.4,4.45,0.6,,,95,80.2,81,67,3.3,1.1,0.2,-2.8,48,32.17,30.5,13,,,101.54,101.03,101.07,100.6,99.39,98.91,98.93,98.47,25000,25000,25000,25000,,,,,13.6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-27,7.2,5.56,5.55,3.9,,,98,89.9,90.5,83,5.6,4.1,3.4,1.1,39,26.21,25,11,,,100.56,100.14,100.25,99.94,98.44,98.04,98.14,97.84,25000,21787.5,18950,12900,,,,,12.4,0,0.6,0,0,1.3,1.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-26,10,7.23,8.05,6.1,,,100,97.5,96,92,7.8,6.9,6.4,5,19,12.43,11,3,,,100.31,100.2,100.19,100.08,98.22,98.11,98.11,98,24100,6360.9,12150,200,,,,,9.9,0,3,1.1,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-25,8.9,7.8,7.25,5.6,,,100,96.8,95.5,91,8.9,7.4,7.2,5.6,24,15.08,16,8,,,101.21,100.64,100.79,100.38,99.11,98.55,98.7,98.29,16100,5304.2,8650,1200,,,,,10.8,0,2.2,0.2,0,22.9,22.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-24,14.4,9.21,6.65,-1.1,,-4,95,70,72.5,50,6.7,3.8,3,-0.6,26,13.71,14.5,3,,,101.87,101.53,101.58,101.29,99.73,99.43,99.46,99.18,25000,21483.3,18950,12900,,,,,11.3,0,1.6,0,0,2.8,2.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-23,17.2,11.42,11.95,6.7,,,81,55.2,56.5,32,5.6,1.9,2.2,-1.1,53,37.92,35.5,18,,,101.22,100.41,100.51,99.81,99.1,98.34,98.42,97.75,25000,24725,22150,19300,,,,,6,0,7,5,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-22,17.8,9.84,9.2,0.6,,,82,66.7,65,48,8.3,3.7,3,-2.2,58,28.67,35.5,13,,,100.89,100.19,100.15,99.41,98.76,98.12,98.07,97.38,25000,16245.8,16500,8000,,,,,8.8,0,4.2,2.2,0,0.3,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-21,10.6,4.61,4.75,-1.1,,-7,83,61.4,59,35,0.6,-2.4,-1.9,-4.4,48,30.54,27,6,,,100.96,100.8,100.74,100.51,98.84,98.68,98.6,98.36,25000,25000,25000,25000,,,,,13.2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-20,7.2,2.54,3.3,-0.6,,-7,91,69.3,69,47,-0.6,-2.5,-2.5,-4.4,47,28.29,29,11,,,100.62,100.43,100.43,100.23,98.47,98.3,98.31,98.14,25000,25000,25000,25000,,,,,14.7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-19,6.1,1.8,1.94,-2.2,,-5,90,70.3,67.5,45,0.6,-3,-2.8,-6.1,19,10.21,9.5,0,,,101.15,100.94,100.91,100.66,98.98,98.8,98.75,98.51,25000,21029.2,13300,1600,,,,,16.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-18,5.6,1.28,0.29,-5,,-10,88,64.2,64,40,-1.1,-4.6,-3.9,-6.7,26,15.21,17,8,,,101.17,101.06,101.03,100.9,99.02,98.91,98.9,98.79,25000,25000,25000,25000,,,,,17.7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-17,5,1.34,1.95,-1.1,,-7,93,69.2,71.5,50,-0.6,-3.4,-3.1,-5.6,51,26.42,27,3,,,101.12,100.69,100.74,100.36,98.94,98.55,98.58,98.22,25000,20458.3,16500,8000,,,,,16.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-16,5.6,4.24,3.9,2.2,,,94,87.8,85.5,77,4.4,2.3,1.6,-1.1,51,26.21,30.5,10,,,100.4,99.84,100,99.6,98.26,97.74,97.89,97.51,25000,17175,14900,4800,,,,,14.1,0,0,0,0,2.3,2.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-15,11.7,6.46,4.75,-2.2,,-5,73,49,52,31,2.2,-3.6,-2.5,-7.2,32,21.21,16,0,,,101.85,101.17,100.99,100.14,99.67,99.06,98.86,98.06,25000,23070.8,18950,12900,,,,,13.2,0,0,0,0,8.4,8.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-14,8.9,3.34,2.8,-3.3,,-7,91,53.5,61,31,2.2,-5.3,-3,-8.3,48,29.62,30.5,13,,,101.89,101.45,101.46,101.03,99.72,99.31,99.3,98.87,25000,25000,25000,25000,,,,,15.2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-13,8.9,4.33,5.55,2.2,,-6,88,66.8,65.5,43,1.1,-1.4,-1.6,-4.4,32,21.96,19,6,,,101,100.66,100.76,100.51,98.84,98.54,98.61,98.38,25000,25000,25000,25000,,,,,12.4,0,0.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-12,8.9,5.07,4.75,0.6,,,90,76.5,77.5,65,2.8,1.1,0.6,-1.7,19,9.67,11,3,,,101.05,100.81,100.81,100.57,98.92,98.7,98.69,98.47,25000,24525,22150,19300,,,,,13.2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-11,10.6,6.38,6.94,3.3,,,87,74.4,75.5,64,3.9,2,2.2,0.6,53,32.08,28,3,,,101.11,100.65,100.53,99.94,98.98,98.55,98.41,97.84,25000,25000,25000,25000,,,,,11.1,0,1.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-10,15.6,8.35,10.85,6.1,,,100,86.9,83,66,10.6,6.3,6.2,1.7,76,37.96,44.5,13,,,100.08,99.52,99.62,99.17,98.02,97.45,97.58,97.15,25000,15408.3,12600,200,,,,,7.2,0,5.8,3.8,0.8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-09,12.2,9.08,8.89,5.6,,,87,76.5,78.5,70,7.2,5,4.7,2.2,19,12.42,11,3,,,101.48,100.97,100.86,100.24,99.37,98.89,98.77,98.16,25000,17275,16500,8000,,,,,9.1,0,3.9,1.9,0,5.8,5.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-08,13.3,7.22,6.65,0,,,90,71.1,73,56,5,2,2,-1.1,19,11.96,12,5,,,101.94,101.72,101.72,101.5,99.83,99.6,99.61,99.39,25000,23250,18950,12900,,,,,11.3,0,1.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-07,10.6,5.87,5.3,0,,,91,75.4,74.5,58,4.4,1.6,1.9,-0.6,26,17.54,16,6,,,101.56,101.18,101.26,100.96,99.41,99.07,99.12,98.83,25000,24962.5,24550,24100,,,,,12.7,0,0.3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-06,8.3,4.22,3.6,-1.1,,-2,91,76.6,77,63,1.7,0.5,0.3,-1.1,19,8.17,9.5,0,,,101.48,101.23,101.23,100.97,99.31,99.1,99.07,98.84,25000,18300,15700,6400,,,,,14.4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-05,6.7,3.75,4.2,1.7,,,91,80.2,80.5,70,2.2,0.7,0.6,-1.1,39,21.12,22.5,6,,,101.54,101.22,101.24,100.94,99.38,99.08,99.1,98.82,25000,25000,25000,25000,,,,,13.8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-04,11.7,6.73,7.5,3.3,,,92,71.9,67,42,3.3,1.6,0.8,-1.7,53,27.75,29,5,,,101,100.86,100.88,100.75,98.88,98.76,98.76,98.64,25000,23145.8,18950,12900,,,,,10.5,0,2.5,0.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-03,12.2,5.53,5,-2.2,,-4,95,75.7,76,57,4.4,1.2,1.4,-1.7,23,9.12,11.5,0,,,101.76,101.39,101.34,100.91,99.59,99.27,99.19,98.79,25000,19129.2,15700,6400,,,,,13,0,0,0,0,0.3,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-02,10,4.3,5,0,,,90,78.5,78,66,5.6,0.8,2,-1.7,29,20.67,21,13,,,101.64,101.23,101.2,100.76,99.48,99.1,99.06,98.63,25000,25000,25000,25000,,,,,13,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-01,10,7.08,6.65,3.3,,,96,85.1,87,78,9.4,4.6,5.2,1.1,27,12.17,15,3,,,100.95,100.7,100.69,100.44,98.84,98.6,98.6,98.36,25000,21579.2,14900,4800,,,,,11.3,0,1.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-03-31,10.6,5.66,4.75,-1.1,,-5,90,77.1,74.5,59,5.6,1.9,2.2,-1.1,29,18.88,18.5,8,,,101.43,101.24,101.24,101.05,99.27,99.12,99.1,98.93,25000,24725,22150,19300,,,,,13.2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-03-30,6.7,2.46,3.35,0,,-6,90,86.3,84.5,79,3.9,0.3,0.8,-2.2,37,25.58,25,13,,,101.75,101.56,101.56,101.38,99.59,99.41,99.41,99.24,25000,24962.5,24550,24100,,,,,14.7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-03-29,6.1,2.7,3.34,0.6,,,96,85.7,86,76,1.7,0.5,0.3,-1.1,32,19.58,20,8,,,101.56,101.03,100.94,100.33,99.4,98.89,98.8,98.19,25000,23308.3,18950,12900,,,,,14.7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-03-28,5.6,2.68,3.34,1.1,,,97,87.3,85,73,2.2,0.7,0.8,-0.6,34,22.33,24,14,,,100.34,100.13,100.16,99.99,98.2,98.01,98.03,97.87,25000,22841.7,18950,12900,,,,,14.7,0,0,0,0,2,1.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-03-27,6.7,4.75,5,3.3,,,97,93.1,92,87,6.1,3.9,3.6,1.1,31,23.25,22,13,,,100.57,100.25,100.35,100.13,98.46,98.15,98.24,98.01,25000,16270.8,13500,2000,,,,,13,0,0,0,0,5.8,5.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-03-26,6.1,3.95,3.34,0.6,,,98,90.8,85,72,5,2.7,1.4,-2.2,40,24.67,26.5,13,,,101.11,100.7,100.81,100.5,98.96,98.58,98.68,98.4,25000,16312.5,14900,4800,,,,,14.7,0,0,0,0,2.8,2.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-03-25,8.9,4.69,5.85,2.8,,,97,81.8,80,63,5,1.9,0.8,-3.3,35,18.58,20,5,,,101.47,101.18,101.17,100.87,99.32,99.05,99.03,98.75,25000,18325,14900,4800,,,,,12.2,0,0.8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-03-24,12.8,8.24,9.19,5.6,,,99,86.7,84,69,8.3,6,6.1,3.9,26,14.54,15.5,5,,,101.39,101.06,101.1,100.8,99.28,98.97,99.01,98.73,25000,14970.8,12900,800,,,,,8.8,0,4.2,2.2,0,1.5,1.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-03-23,14.4,11.05,10,5.6,,,93,82.6,82.5,72,12.8,8.3,8.9,5,26,15.42,16,6,,,101.83,101.37,101.52,101.21,99.76,99.29,99.46,99.15,25000,14008.3,13700,2400,,,,,8,0,5,3,0,7.6,7.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-03-22,15,7.87,7.5,0,,,93,76.5,75.5,58,7.8,3.8,3.9,0,24,9.12,13.5,3,,,102.15,101.96,101.9,101.65,100.03,99.84,99.78,99.53,19300,9787.5,12050,4800,,,,,10.5,0,2.5,0.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-03-21,11.1,3.61,4.15,-2.8,,-5,99,84.9,82.5,66,7.2,1.2,2.5,-2.2,26,11.29,15.5,5,,,102.56,102.36,102.33,102.11,100.36,100.2,100.15,99.95,19300,13366.7,9850,400,,,,,13.8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-03-20,4.4,1.77,1.65,-1.1,,-4,100,87.2,87.5,75,0.6,-0.1,-0.6,-1.7,21,10.83,13,5,,,102.35,101.84,101.73,101.11,100.16,99.68,99.56,98.95,25000,22162.5,14900,4800,,,,,16.4,0,0,0,0,0.3,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-03-19,7.8,3.68,4.45,1.1,,,99,87.1,86.5,74,3.9,1.7,2.2,0.6,40,21.79,21.5,3,,,101.05,100.47,100.47,99.89,98.9,98.35,98.34,97.78,25000,21987.5,14900,4800,,,,,13.6,0,0,0,0,0.3,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-03-18,6.7,2.61,1.95,-2.8,,-6,97,85.8,84,71,3.3,0.3,0.2,-2.8,29,12.62,14.5,0,,,101.68,100.89,100.83,99.98,99.5,98.75,98.69,97.87,25000,9220.8,12500,0,,,,,16.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-03-17,7.8,3.07,3.9,0,,,91,78.3,75.5,60,1.7,-0.4,0,-1.7,32,15.42,19,6,,,101.92,101.79,101.79,101.67,99.76,99.64,99.66,99.55,25000,21987.5,18950,12900,,,,,14.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
